unique_key,sma,ema,mom,adx,natr,linreg,httrend,rsi,typprice,mfi,adosc,domcycle,dom_cyc_phs
UPS2022-03-22,209.02731391059027,208.4536329539711,9.339691162109375,5.828429642886066,2.614776217135561,213.38274758214334,1,53.94484862278283,218.6999969482422,45.10603766755734,2307794.3350664377,18.039360120596513,123.03732429115357
UPS2022-03-23,209.07031029595268,208.5882784237971,3.8696746826171875,5.786516086747102,2.653743609285704,213.6628661028777,1,53.0542241172287,215.5066680908203,44.330975525640454,1430585.8529719114,17.59669477215323,138.45519900886555
UPS2022-03-24,209.11529303656684,208.72172293452925,4.0484466552734375,5.7403290999026835,2.6343564774650807,213.94145183260477,1,53.07054756028479,214.4800059000651,44.28089924656979,1092816.5399228334,17.357288553939604,158.6219608649324
UPS2022-03-25,209.18627370198567,208.8673994876938,6.3882598876953125,5.688065663478096,2.6146424986622008,214.2105704842033,1,53.21243660965684,214.32000223795572,44.21410229543395,1352326.095462203,17.284809607987142,174.89013639640368
UPS2022-03-28,209.30007917616103,209.1021819836073,10.24249267578125,5.658260492858975,2.5588516949654565,214.66628235012328,1,54.06726038264901,218.4866689046224,44.240731049377736,1969106.5368115902,17.15901353189555,190.70067398736094
UPS2022-03-29,209.4902331882053,209.39554055425862,17.113861083984375,5.649217650423741,2.519509272043121,215.1530018714467,1,54.64584101652235,222.30333455403647,45.32029102912779,2164502.37164557,16.933172087927574,204.4938177802074
UPS2022-03-30,209.65955827501085,209.63300113434616,15.2392578125,5.629984678389562,2.5365510908338513,215.52048996772814,1,54.11107275422774,220.3566691080729,45.58120260420057,1959449.122607708,16.727527371261722,214.41629307268403
UPS2022-03-31,209.7428232828776,209.73908916906092,7.4938507080078125,5.589300593839495,2.6085060262226634,215.67047303587526,1,52.778632388342864,216.58333841959634,44.5415279905023,787877.4186732769,16.65451103357623,223.78079297511937
UPS2022-04-01,209.71261461046007,209.67097730577711,-2.718780517578125,5.558847380021328,2.738923316481259,215.52630858555236,1,51.046904860017584,208.5233357747396,43.4311687937042,-387648.1108288765,16.701877144152682,237.6837747070294
UPS2022-04-04,209.65625847710504,209.57293399606482,-5.072052001953125,5.534130902616393,2.7492935503258376,215.34214560633322,1,50.739052182949294,204.69000244140625,42.43776614106365,-401060.5536649227,16.758365371715783,256.5385662278365
UPS2022-04-05,209.54785681830512,209.301221308544,-9.756149291992188,5.540413135812446,2.880868461983072,214.73831693954375,1,49.065055879980164,198.47333272298178,41.9082247318531,-1591710.5641946793,16.764764109041444,278.3380727055361
UPS2022-04-06,209.4430898030599,208.97350214549135,-9.429031372070312,5.559133095125197,2.9128220317868343,213.94843179891396,1,48.4947347209069,194.85333251953125,41.646009629678495,-2405493.7891579866,16.78039217535331,298.5411865205997
UPS2022-04-07,209.3268254597982,208.61584269060677,-10.463790893554688,5.594261146298885,2.9340880884560026,213.07702029720764,1,48.15551366257007,192.22000122070312,41.64735862081038,-2181873.521305442,16.983955412239908,314.5289711490515
UPS2022-04-08,209.26050313313803,208.22802199896054,-5.9690093994140625,5.644148757631811,2.966462981985118,211.99932489080743,1,47.80932643293897,189.6233367919922,41.802306294300315,-681344.298628211,17.69445204642925,-39.732793448859184
UPS2022-04-11,209.23928697374132,207.84586758882713,-1.909454345703125,5.68109609009793,2.967872146005217,210.82721830002407,1,47.78322240087356,191.2266642252604,42.758780988280485,-190581.76172864437,18.802004983358962,-34.64820525118739
UPS2022-04-12,209.12186499701605,207.40727707895508,-10.567977905273438,5.725677929180535,3.0124952242658822,209.6544169182597,1,47.19196386299785,188.94000244140625,41.80536210983249,-617255.4210573435,20.238737662327004,-30.393609585717854
UPS2022-04-13,209.0061762491862,206.99986428858656,-10.4119873046875,5.770334326893398,2.983391187548631,208.5505062899747,1,47.41056660285832,188.52666219075522,40.96659064888387,-512407.10952830315,21.155087273231345,-25.86772059339785
UPS2022-04-14,208.86637183295355,206.58272450801238,-12.5823974609375,5.8077974892810085,2.98396757913738,207.44641147562288,1,47.23905269890456,189.04999796549478,40.85171208418355,-1170374.4043034315,21.48522168062101,-16.74550589768711
T2021-04-15,,,,,,,0,,21.955944061279297,,,,
T2021-04-16,,,,,,,0,,22.090925216674805,,,,
T2021-04-19,,,,,,,0,,22.10533332824707,,,,
T2021-04-20,,,,,,,0,,22.076865514119465,,,,
T2021-04-21,,,,,,,0,,22.198909123738606,,,,
T2021-04-22,,,,,,,0,,23.219404220581055,,,,
T2021-04-23,,,,,,,0,,23.246400197347004,,,,
T2021-04-26,,,,,,,0,,22.920103073120117,,,,
T2021-04-27,,,,,,,0,,22.695959091186523,,,,
T2021-04-28,,,,,,,0,,22.876431783040363,,-2012549337.6359167,,
T2021-04-29,,,,,,,0,,23.11401303609212,,-2031237131.058774,,
T2021-04-30,,,,,,,0,,23.090133666992188,,-1993583514.8611975,,
T2021-05-03,,,,,,,0,,23.322703043619793,,-1991453474.7873745,,
T2021-05-04,,,,,,,0,,23.52259635925293,,-1975609867.0539799,,
T2021-05-05,,,,,,,0,,23.61557388305664,,-1947053978.6492996,,
T2021-05-06,,,,,,,0,,23.73986307779948,,-1824035199.1851292,,
T2021-05-07,,,,,,,0,,23.754292805989582,,-1793100059.383009,,
T2021-05-10,,,,,,,0,,24.050729115804035,,-1736700902.0380116,,
T2021-05-11,,,,,,,0,,23.860806147257488,,-1667827077.4191322,,
